Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed
12/4/2020,5:00 PM,Puducherry,-,-,1,0,7
12/4/2020,5:00 PM,Punjab,-,-,5,11,151
12/4/2020,5:00 PM,Rajasthan,-,-,21,3,700
12/4/2020,5:00 PM,Tamil Nadu,-,-,44,10,969
12/4/2020,5:00 PM,Telengana,-,-,43,9,504
12/4/2020,5:00 PM,Tripura,-,-,0,0,2
12/4/2020,5:00 PM,Uttarakhand,-,-,5,0,35
12/4/2020,5:00 PM,Uttar Pradesh,-,-,45,5,452
12/4/2020,5:00 PM,West Bengal,-,-,19,5,134
13/04/20,5:00 PM,Andhra Pradesh,-,-,11,7,432
13/04/20,5:00 PM,Andaman and Nicobar Islands,-,-,10,0,11
13/04/20,5:00 PM,Arunachal Pradesh,-,-,0,0,1
13/04/20,5:00 PM,Assam,-,-,0,1,31
13/04/20,5:00 PM,Bihar,-,-,26,1,64
13/04/20,5:00 PM,Chandigarh,-,-,7,0,21
13/04/20,5:00 PM,Chhattisgarh,-,-,10,0,31
13/04/20,5:00 PM,Delhi,-,-,27,24,1154
13/04/20,5:00 PM,Goa,-,-,5,0,7
13/04/20,5:00 PM,Gujarat,-,-,47,26,539
13/04/20,5:00 PM,Haryana,-,-,29,3,185
13/04/20,5:00 PM,Himachal Pradesh,-,-,13,1,32
13/04/20,5:00 PM,Jammu and Kashmir,-,-,6,4,245
13/04/20,5:00 PM,Jharkhand,-,-,0,2,19
13/04/20,5:00 PM,Karnataka,-,-,59,6,247
13/04/20,5:00 PM,Kerala,-,-,179,3,376
13/04/20,5:00 PM,Ladakh,-,-,10,0,15
13/04/20,5:00 PM,Madhya Pradesh,-,-,44,43,604
13/04/20,5:00 PM,Maharashtra,-,-,217,149,1985
13/04/20,5:00 PM,Manipur,-,-,1,0,2
13/04/20,5:00 PM,Mizoram,-,-,0,0,1
13/04/20,5:00 PM,Nagaland,-,-,0,0,1
13/04/20,5:00 PM,Odisha,-,-,12,1,54
13/04/20,5:00 PM,Puducherry,-,-,1,0,7
13/04/20,5:00 PM,Punjab,-,-,14,11,167
13/04/20,5:00 PM,Rajasthan,-,-,21,3,812
13/04/20,5:00 PM,Tamil Nadu,-,-,50,11,1075
13/04/20,5:00 PM,Telengana,-,-,100,16,562
13/04/20,5:00 PM,Tripura,-,-,0,0,2
13/04/20,5:00 PM,Uttarakhand,-,-,5,0,35
13/04/20,5:00 PM,Uttar Pradesh,-,-,47,5,483
13/04/20,5:00 PM,West Bengal,-,-,29,7,152
14/04/20,5:00 PM,Andhra Pradesh,-,-,14,9,473
14/04/20,5:00 PM,Andaman and Nicobar Islands,-,-,10,0,11
14/04/20,5:00 PM,Arunachal Pradesh,-,-,0,0,1
14/04/20,5:00 PM,Assam,-,-,0,1,31
14/04/20,5:00 PM,Bihar,-,-,26,1,66
14/04/20,5:00 PM,Chandigarh,-,-,7,0,21
14/04/20,5:00 PM,Chhattisgarh,-,-,10,0,31
14/04/20,5:00 PM,Delhi,-,-,30,28,1510
14/04/20,5:00 PM,Goa,-,-,5,0,7
14/04/20,5:00 PM,Gujarat,-,-,55,26,617
14/04/20,5:00 PM,Haryana,-,-,34,3,199
14/04/20,5:00 PM,Himachal Pradesh,-,-,13,1,32
14/04/20,5:00 PM,Jammu and Kashmir,-,-,16,4,270
14/04/20,5:00 PM,Jharkhand,-,-,0,2,24
14/04/20,5:00 PM,Karnataka,-,-,65,9,258
14/04/20,5:00 PM,Kerala,-,-,198,3,379
14/04/20,5:00 PM,Ladakh,-,-,10,0,15
14/04/20,5:00 PM,Madhya Pradesh,-,-,51,50,730
14/04/20,5:00 PM,Maharashtra,-,-,229,160,2337
14/04/20,5:00 PM,Manipur,-,-,1,0,2
14/04/20,5:00 PM,Meghalaya,-,-,0,0,1
14/04/20,5:00 PM,Mizoram,-,-,0,0,1
14/04/20,5:00 PM,Nagaland,-,-,0,0,1
14/04/20,5:00 PM,Odisha,-,-,18,1,55
14/04/20,5:00 PM,Puducherry,-,-,1,0,7
14/04/20,5:00 PM,Punjab,-,-,14,12,176
14/04/20,5:00 PM,Rajasthan,-,-,133,3,879
14/04/20,5:00 PM,Tamil Nadu,-,-,58,11,1173
14/04/20,5:00 PM,Telengana,-,-,100,17,624
14/04/20,5:00 PM,Tripura,-,-,0,0,2
14/04/20,5:00 PM,Uttarakhand,-,-,7,0,35
14/04/20,5:00 PM,Uttar Pradesh,-,-,49,5,657
14/04/20,5:00 PM,West Bengal,-,-,36,7,190
15/04/20,5:00 PM,Andaman and Nicobar Islands,-,-,10,0,11
15/04/20,5:00 PM,Andhra Pradesh,-,-,16,9,503
15/04/20,5:00 PM,Arunachal Pradesh,-,-,0,0,1
15/04/20,5:00 PM,Assam,-,-,0,1,33
15/04/20,5:00 PM,Bihar,-,-,29,1,70
15/04/20,5:00 PM,Chandigarh,-,-,7,0,21
15/04/20,5:00 PM,Chhattisgarh,-,-,13,0,33
15/04/20,5:00 PM,Delhi,-,-,30,30,1561
15/04/20,5:00 PM,Goa,-,-,5,0,7
15/04/20,5:00 PM,Gujarat,-,-,59,30,695
15/04/20,5:00 PM,Haryana,-,-,34,3,199
15/04/20,5:00 PM,Himachal Pradesh,-,-,13,1,33
15/04/20,5:00 PM,Jammu and Kashmir,-,-,30,4,278
15/04/20,5:00 PM,Jharkhand,-,-,0,2,27
15/04/20,5:00 PM,Karnataka,-,-,75,11,277
15/04/20,5:00 PM,Kerala,-,-,211,3,387
15/04/20,5:00 PM,Ladakh,-,-,10,0,17
15/04/20,5:00 PM,Madhya Pradesh,-,-,64,53,987
15/04/20,5:00 PM,Maharashtra,-,-,259,178,2687
15/04/20,5:00 PM,Manipur,-,-,1,0,2
15/04/20,5:00 PM,Meghalaya,-,-,0,1,7
15/04/20,5:00 PM,Mizoram,-,-,0,0,1
15/04/20,5:00 PM,Nagaland#,-,-,0,0,0
15/04/20,5:00 PM,Odisha,-,-,18,1,60
15/04/20,5:00 PM,Puducherry,-,-,1,0,7
15/04/20,5:00 PM,Punjab,-,-,14,13,186
15/04/20,5:00 PM,Rajasthan,-,-,147,3,1005
15/04/20,5:00 PM,Tamil Nadu,-,-,81,12,1204
15/04/20,5:00 PM,Telengana,-,-,120,18,647
15/04/20,5:00 PM,Tripura,-,-,0,0,2
15/04/20,5:00 PM,Uttarakhand,-,-,9,0,37
15/04/20,5:00 PM,Uttar Pradesh,-,-,51,11,735
15/04/20,5:00 PM,West Bengal,-,-,37,7,213
16/04/20,5:00 PM,Andaman and Nicobar Islands,-,-,10,0,11
16/04/20,5:00 PM,Andhra Pradesh,-,-,20,14,534
16/04/20,5:00 PM,Arunachal Pradesh,-,-,0,0,1
16/04/20,5:00 PM,Assam,-,-,5,1,33
16/04/20,5:00 PM,Bihar,-,-,29,1,74
16/04/20,5:00 PM,Chandigarh,-,-,7,0,21
16/04/20,5:00 PM,Chhattisgarh,-,-,17,0,33
16/04/20,5:00 PM,Delhi,-,-,42,32,1578
16/04/20,5:00 PM,Goa,-,-,5,0,7
16/04/20,5:00 PM,Gujarat,-,-,64,36,871
16/04/20,5:00 PM,Haryana,-,-,43,3,205
16/04/20,5:00 PM,Himachal Pradesh,-,-,16,1,35
16/04/20,5:00 PM,Jammu and Kashmir,-,-,36,4,300
16/04/20,5:00 PM,Jharkhand,-,-,0,2,28
16/04/20,5:00 PM,Karnataka,-,-,82,13,315
16/04/20,5:00 PM,Kerala,-,-,218,3,388
16/04/20,5:00 PM,Ladakh,-,-,10,0,17
16/04/20,5:00 PM,Madhya Pradesh,-,-,64,53,1120
16/04/20,5:00 PM,Maharashtra,-,-,295,187,2919
16/04/20,5:00 PM,Manipur,-,-,1,0,2
16/04/20,5:00 PM,Meghalaya,-,-,0,1,7
16/04/20,5:00 PM,Mizoram,-,-,0,0,1
16/04/20,5:00 PM,Nagaland#,-,-,0,0,0
16/04/20,5:00 PM,Odisha,-,-,18,1,60
16/04/20,5:00 PM,Puducherry,-,-,1,0,7
16/04/20,5:00 PM,Punjab,-,-,27,13,186
16/04/20,5:00 PM,Rajasthan,-,-,147,3,1023
16/04/20,5:00 PM,Tamil Nadu,-,-,118,14,1242
16/04/20,5:00 PM,Telengana,-,-,120,18,698
16/04/20,5:00 PM,Tripura,-,-,1,0,2
16/04/20,5:00 PM,Uttarakhand,-,-,9,0,37
16/04/20,5:00 PM,Uttar Pradesh,-,-,68,13,773
16/04/20,5:00 PM,West Bengal,-,-,42,7,231
17/04/20,5:00 PM,Andaman and Nicobar Islands,-,-,10,0,11
17/04/20,5:00 PM,Andhra Pradesh,-,-,36,14,572
17/04/20,5:00 PM,Arunachal Pradesh,-,-,0,0,1
17/04/20,5:00 PM,Assam,-,-,5,1,35
17/04/20,5:00 PM,Bihar,-,-,37,1,83
17/04/20,5:00 PM,Chandigarh,-,-,9,0,21
17/04/20,5:00 PM,Chhattisgarh,-,-,23,0,36
17/04/20,5:00 PM,Delhi,-,-,51,38,1640
17/04/20,5:00 PM,Goa,-,-,6,0,7
17/04/20,5:00 PM,Gujarat,-,-,74,38,1021
17/04/20,5:00 PM,Haryana,-,-,43,3,205
17/04/20,5:00 PM,Himachal Pradesh,-,-,16,1,35
17/04/20,5:00 PM,Jammu and Kashmir,-,-,38,4,314
17/04/20,5:00 PM,Jharkhand,-,-,0,2,29
17/04/20,5:00 PM,Karnataka,-,-,82,13,353
17/04/20,5:00 PM,Kerala,-,-,245,3,395
17/04/20,5:00 PM,Ladakh,-,-,14,0,18
17/04/20,5:00 PM,Madhya Pradesh,-,-,65,57,1308
17/04/20,5:00 PM,Maharashtra,-,-,300,194,3205
17/04/20,5:00 PM,Manipur,-,-,1,0,2
17/04/20,5:00 PM,Meghalaya,-,-,0,1,9
17/04/20,5:00 PM,Mizoram,-,-,0,0,1
17/04/20,5:00 PM,Nagaland#,-,-,0,0,0
17/04/20,5:00 PM,Odisha,-,-,19,1,60
17/04/20,5:00 PM,Puducherry,-,-,1,0,7
17/04/20,5:00 PM,Punjab,-,-,27,13,186
17/04/20,5:00 PM,Rajasthan,-,-,164,11,1131
17/04/20,5:00 PM,Tamil Nadu,-,-,180,15,1267
17/04/20,5:00 PM,Telengana,-,-,186,18,743
17/04/20,5:00 PM,Tripura,-,-,1,0,2
17/04/20,5:00 PM,Uttarakhand,-,-,9,0,37
17/04/20,5:00 PM,Uttar Pradesh,-,-,74,14,846
17/04/20,5:00 PM,West Bengal,-,-,51,10,255
18/04/20,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,12
18/04/20,5:00 PM,Andhra Pradesh,-,-,42,15,603
18/04/20,5:00 PM,Arunachal Pradesh,-,-,0,0,1
18/04/20,5:00 PM,Assam,-,-,9,1,35
18/04/20,5:00 PM,Bihar,-,-,37,2,85
18/04/20,5:00 PM,Chandigarh,-,-,9,0,21
18/04/20,5:00 PM,Chhattisgarh,-,-,24,0,36
18/04/20,5:00 PM,Delhi,-,-,72,42,1707
18/04/20,5:00 PM,Goa,-,-,6,0,7
18/04/20,5:00 PM,Gujarat,-,-,88,48,1272
18/04/20,5:00 PM,Haryana,-,-,43,3,225
18/04/20,5:00 PM,Himachal Pradesh,-,-,16,1,38
18/04/20,5:00 PM,Jammu and Kashmir,-,-,42,5,328
18/04/20,5:00 PM,Jharkhand,-,-,0,2,33
18/04/20,5:00 PM,Karnataka,-,-,92,13,371
18/04/20,5:00 PM,Kerala,-,-,255,3,396
18/04/20,5:00 PM,Ladakh,-,-,14,0,18
18/04/20,5:00 PM,Madhya Pradesh,-,-,69,69,1355
18/04/20,5:00 PM,Maharashtra,-,-,331,201,3323
18/04/20,5:00 PM,Manipur,-,-,1,0,2
18/04/20,5:00 PM,Meghalaya,-,-,0,1,11
18/04/20,5:00 PM,Mizoram,-,-,0,0,1
18/04/20,5:00 PM,Nagaland#,-,-,0,0,0
18/04/20,5:00 PM,Odisha,-,-,21,1,60
18/04/20,5:00 PM,Puducherry,-,-,3,0,7
18/04/20,5:00 PM,Punjab,-,-,27,13,202
18/04/20,5:00 PM,Rajasthan,-,-,183,11,1229
18/04/20,5:00 PM,Tamil Nadu,-,-,283,15,1323
18/04/20,5:00 PM,Telengana,-,-,186,18,791
18/04/20,5:00 PM,Tripura,-,-,1,0,2
18/04/20,5:00 PM,Uttarakhand,-,-,9,0,42
18/04/20,5:00 PM,Uttar Pradesh,-,-,86,14,969
18/04/20,5:00 PM,West Bengal,-,-,55,10,287
19/04/20,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,14
19/04/20,5:00 PM,Andhra Pradesh,-,-,42,15,603
19/04/20,5:00 PM,Arunachal Pradesh,-,-,0,0,1
19/04/20,5:00 PM,Assam,-,-,12,1,35
19/04/20,5:00 PM,Bihar,-,-,37,2,86
19/04/20,5:00 PM,Chandigarh,-,-,10,0,23
19/04/20,5:00 PM,Chhattisgarh,-,-,24,0,36
19/04/20,5:00 PM,Delhi,-,-,72,43,1893
19/04/20,5:00 PM,Goa,-,-,6,0,7
19/04/20,5:00 PM,Gujarat,-,-,94,58,1604
19/04/20,5:00 PM,Haryana,-,-,87,3,233
19/04/20,5:00 PM,Himachal Pradesh,-,-,16,1,39
19/04/20,5:00 PM,Jammu and Kashmir,-,-,51,5,341
19/04/20,5:00 PM,Jharkhand,-,-,0,2,35
19/04/20,5:00 PM,Karnataka,-,-,104,14,384
19/04/20,5:00 PM,Kerala,-,-,257,3,400
19/04/20,5:00 PM,Ladakh,-,-,14,0,18
19/04/20,5:00 PM,Madhya Pradesh,-,-,127,70,1407
19/04/20,5:00 PM,Maharashtra,-,-,365,211,3651
19/04/20,5:00 PM,Manipur,-,-,1,0,2
19/04/20,5:00 PM,Meghalaya,-,-,0,1,11
19/04/20,5:00 PM,Mizoram,-,-,0,0,1
19/04/20,5:00 PM,Nagaland#,-,-,0,0,0
19/04/20,5:00 PM,Odisha,-,-,24,1,61
19/04/20,5:00 PM,Puducherry,-,-,3,0,7
19/04/20,5:00 PM,Punjab,-,-,31,16,219
19/04/20,5:00 PM,Rajasthan,-,-,183,11,1351
19/04/20,5:00 PM,Tamil Nadu,-,-,365,15,1372
19/04/20,5:00 PM,Telengana,-,-,186,18,844
19/04/20,5:00 PM,Tripura,-,-,1,0,2
19/04/20,5:00 PM,Uttarakhand,-,-,9,0,42
19/04/20,5:00 PM,Uttar Pradesh,-,-,108,17,1084
19/04/20,5:00 PM,West Bengal,-,-,62,12,310
20/04/20,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,15
20/04/20,5:00 PM,Andhra Pradesh,-,-,92,20,722
20/04/20,5:00 PM,Arunachal Pradesh,-,-,0,0,1
20/04/20,5:00 PM,Assam,-,-,17,1,35
20/04/20,5:00 PM,Bihar,-,-,42,2,96
20/04/20,5:00 PM,Chandigarh,-,-,13,0,26
20/04/20,5:00 PM,Chhattisgarh,-,-,25,0,36
20/04/20,5:00 PM,Delhi,-,-,290,45,2003
20/04/20,5:00 PM,Goa,-,-,7,0,7
20/04/20,5:00 PM,Gujarat,-,-,106,67,1851
20/04/20,5:00 PM,Haryana,-,-,87,3,233
20/04/20,5:00 PM,Himachal Pradesh,-,-,16,1,39
20/04/20,5:00 PM,Jammu and Kashmir,-,-,56,5,350
20/04/20,5:00 PM,Jharkhand,-,-,0,2,42
20/04/20,5:00 PM,Karnataka,-,-,111,16,395
20/04/20,5:00 PM,Kerala,-,-,270,3,402
20/04/20,5:00 PM,Ladakh,-,-,14,0,18
20/04/20,5:00 PM,Madhya Pradesh,-,-,127,74,1485
20/04/20,5:00 PM,Maharashtra,-,-,507,223,4203
20/04/20,5:00 PM,Manipur,-,-,2,0,2
20/04/20,5:00 PM,Meghalaya,-,-,0,1,11
20/04/20,5:00 PM,Mizoram,-,-,0,0,1
20/04/20,5:00 PM,Nagaland,-,-,0,0,0
20/04/20,5:00 PM,Odisha,-,-,24,1,68
20/04/20,5:00 PM,Puducherry,-,-,3,0,7
20/04/20,5:00 PM,Punjab,-,-,31,16,219
20/04/20,5:00 PM,Rajasthan,-,-,183,14,1478
20/04/20,5:00 PM,Tamil Nadu,-,-,411,15,1477
20/04/20,5:00 PM,Telengana,-,-,190,21,873
20/04/20,5:00 PM,Tripura,-,-,1,0,2
20/04/20,5:00 PM,Uttarakhand,-,-,11,0,44
20/04/20,5:00 PM,Uttar Pradesh,-,-,129,17,1176
20/04/20,5:00 PM,West Bengal,-,-,66,12,339
21/04/20,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,16
21/04/20,5:00 PM,Andhra Pradesh,-,-,96,22,757
21/04/20,5:00 PM,Arunachal Pradesh,-,-,1,0,1
21/04/20,5:00 PM,Assam,-,-,19,1,35
21/04/20,5:00 PM,Bihar,-,-,42,2,114
21/04/20,5:00 PM,Chandigarh,-,-,13,0,26
21/04/20,5:00 PM,Chhattisgarh,-,-,25,0,36
21/04/20,5:00 PM,Delhi,-,-,431,47,2081
21/04/20,5:00 PM,Goa,-,-,7,0,7
21/04/20,5:00 PM,Gujarat,-,-,131,77,2066
21/04/20,5:00 PM,Haryana,-,-,127,3,254
21/04/20,5:00 PM,Himachal Pradesh,-,-,16,1,39
21/04/20,5:00 PM,Jammu and Kashmir,-,-,71,5,368
21/04/20,5:00 PM,Jharkhand,-,-,0,2,46
21/04/20,5:00 PM,Karnataka,-,-,114,17,415
21/04/20,5:00 PM,Kerala,-,-,291,3,408
21/04/20,5:00 PM,Ladakh,-,-,14,0,18
21/04/20,5:00 PM,Madhya Pradesh,-,-,127,76,1540
21/04/20,5:00 PM,Maharashtra,-,-,572,232,4669
21/04/20,5:00 PM,Manipur,-,-,2,0,2
21/04/20,5:00 PM,Meghalaya,-,-,0,1,11
21/04/20,5:00 PM,Mizoram,-,-,0,0,1
21/04/20,5:00 PM,Nagaland,-,-,0,0,0
21/04/20,5:00 PM,Odisha,-,-,24,1,74
21/04/20,5:00 PM,Puducherry,-,-,3,0,7
21/04/20,5:00 PM,Punjab,-,-,39,16,245
21/04/20,5:00 PM,Rajasthan,-,-,205,25,1576
21/04/20,5:00 PM,Tamil Nadu,-,-,457,17,1520
21/04/20,5:00 PM,Telengana,-,-,190,23,919
21/04/20,5:00 PM,Tripura,-,-,1,0,2
21/04/20,5:00 PM,Uttarakhand,-,-,18,0,46
21/04/20,5:00 PM,Uttar Pradesh,-,-,140,20,1294
21/04/20,5:00 PM,West Bengal,-,-,73,12,392
22/04/20,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,17
22/04/20,5:00 PM,Andhra Pradesh,-,-,120,24,813
22/04/20,5:00 PM,Arunachal Pradesh,-,-,1,0,1
22/04/20,5:00 PM,Assam,-,-,19,1,35
22/04/20,5:00 PM,Bihar,-,-,46,2,126
22/04/20,5:00 PM,Chandigarh,-,-,14,0,27
22/04/20,5:00 PM,Chhattisgarh,-,-,26,0,36
22/04/20,5:00 PM,Delhi,-,-,611,47,2156
22/04/20,5:00 PM,Goa,-,-,7,0,7
22/04/20,5:00 PM,Gujarat,-,-,144,95,2272
22/04/20,5:00 PM,Haryana,-,-,127,3,254
22/04/20,5:00 PM,Himachal Pradesh,-,-,16,1,39
22/04/20,5:00 PM,Jammu and Kashmir,-,-,81,5,380
22/04/20,5:00 PM,Jharkhand#,-,-,0,3,45
22/04/20,5:00 PM,Karnataka,-,-,129,17,425
22/04/20,5:00 PM,Kerala,-,-,323,3,427
22/04/20,5:00 PM,Ladakh,-,-,14,0,18
22/04/20,5:00 PM,Madhya Pradesh,-,-,148,80,1592
22/04/20,5:00 PM,Maharashtra,-,-,722,251,5221
22/04/20,5:00 PM,Manipur,-,-,2,0,2
22/04/20,5:00 PM,Meghalaya,-,-,0,1,12
22/04/20,5:00 PM,Mizoram,-,-,0,0,1
22/04/20,5:00 PM,Odisha,-,-,30,1,82
22/04/20,5:00 PM,Puducherry,-,-,3,0,7
22/04/20,5:00 PM,Punjab,-,-,49,16,251
22/04/20,5:00 PM,Rajasthan,-,-,230,25,1801
22/04/20,5:00 PM,Tamil Nadu,-,-,635,18,1596
22/04/20,5:00 PM,Telengana,-,-,194,23,945
22/04/20,5:00 PM,Tripura,-,-,1,0,2
22/04/20,5:00 PM,Uttarakhand,-,-,19,0,46
22/04/20,5:00 PM,Uttar Pradesh,-,-,165,21,1412
22/04/20,5:00 PM,West Bengal,-,-,73,15,423
23/04/20,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,18
23/04/20,5:00 PM,Andhra Pradesh,-,-,141,27,895
23/04/20,5:00 PM,Arunachal Pradesh,-,-,1,0,1
23/04/20,5:00 PM,Assam,-,-,19,1,35
23/04/20,5:00 PM,Bihar,-,-,46,2,148
23/04/20,5:00 PM,Chandigarh,-,-,14,0,27
23/04/20,5:00 PM,Chhattisgarh,-,-,28,0,36
23/04/20,5:00 PM,Delhi,-,-,724,48,2248
23/04/20,5:00 PM,Goa,-,-,7,0,7
23/04/20,5:00 PM,Gujarat,-,-,179,103,2407
23/04/20,5:00 PM,Haryana,-,-,140,3,262
23/04/20,5:00 PM,Himachal Pradesh,-,-,18,1,40
23/04/20,5:00 PM,Jammu and Kashmir,-,-,92,5,407
23/04/20,5:00 PM,Jharkhand,-,-,8,3,49
23/04/20,5:00 PM,Karnataka,-,-,141,17,443
23/04/20,5:00 PM,Kerala,-,-,324,3,438
23/04/20,5:00 PM,Ladakh,-,-,14,0,18
23/04/20,5:00 PM,Madhya Pradesh,-,-,148,81,1695
23/04/20,5:00 PM,Maharashtra,-,-,789,269,5652
23/04/20,5:00 PM,Manipur,-,-,2,0,2
23/04/20,5:00 PM,Meghalaya,-,-,0,1,12
23/04/20,5:00 PM,Mizoram,-,-,0,0,1
23/04/20,5:00 PM,Odisha,-,-,32,1,83
23/04/20,5:00 PM,Puducherry,-,-,3,0,7
23/04/20,5:00 PM,Punjab,-,-,65,16,277
23/04/20,5:00 PM,Rajasthan,-,-,230,27,1890
23/04/20,5:00 PM,Tamil Nadu,-,-,662,18,1629
23/04/20,5:00 PM,Telengana,-,-,197,24,960
23/04/20,5:00 PM,Tripura,-,-,1,0,2
23/04/20,5:00 PM,Uttarakhand,-,-,23,0,46
23/04/20,5:00 PM,Uttar Pradesh,-,-,187,21,1509
23/04/20,5:00 PM,West Bengal,-,-,79,15,456
24/04/20,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,22
24/04/20,5:00 PM,Andhra Pradesh,-,-,145,29,955
24/04/20,5:00 PM,Arunachal Pradesh,-,-,1,0,1
24/04/20,5:00 PM,Assam,-,-,19,1,36
24/04/20,5:00 PM,Bihar,-,-,46,2,176
24/04/20,5:00 PM,Chandigarh,-,-,14,0,27
24/04/20,5:00 PM,Chhattisgarh,-,-,28,0,36
24/04/20,5:00 PM,Delhi,-,-,808,50,2376
24/04/20,5:00 PM,Goa,-,-,7,0,7
24/04/20,5:00 PM,Gujarat,-,-,258,112,2624
24/04/20,5:00 PM,Haryana,-,-,156,3,272
24/04/20,5:00 PM,Himachal Pradesh,-,-,18,1,40
24/04/20,5:00 PM,Jammu and Kashmir,-,-,92,5,427
24/04/20,5:00 PM,Jharkhand,-,-,8,3,55
24/04/20,5:00 PM,Karnataka,-,-,150,18,463
24/04/20,5:00 PM,Kerala,-,-,324,3,448
24/04/20,5:00 PM,Ladakh,-,-,14,0,18
24/04/20,5:00 PM,Madhya Pradesh,-,-,203,83,1852
24/04/20,5:00 PM,Maharashtra,-,-,840,283,6430
24/04/20,5:00 PM,Manipur,-,-,2,0,2
24/04/20,5:00 PM,Meghalaya,-,-,0,1,12
24/04/20,5:00 PM,Mizoram,-,-,0,0,1
24/04/20,5:00 PM,Odisha,-,-,33,1,90
24/04/20,5:00 PM,Puducherry,-,-,3,0,7
24/04/20,5:00 PM,Punjab,-,-,65,16,277
24/04/20,5:00 PM,Rajasthan,-,-,230,27,1964
24/04/20,5:00 PM,Tamil Nadu,-,-,752,20,1683
24/04/20,5:00 PM,Telengana,-,-,253,26,984
24/04/20,5:00 PM,Tripura,-,-,1,0,2
24/04/20,5:00 PM,Uttarakhand,-,-,24,0,47
24/04/20,5:00 PM,Uttar Pradesh,-,-,206,24,1604
24/04/20,5:00 PM,West Bengal,-,-,103,15,514
25/04/20,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,27
25/04/20,5:00 PM,Andhra Pradesh,-,-,171,31,1061
25/04/20,5:00 PM,Arunachal Pradesh,-,-,1,0,1
25/04/20,5:00 PM,Assam,-,-,19,1,36
25/04/20,5:00 PM,Bihar,-,-,46,2,228
25/04/20,5:00 PM,Chandigarh,-,-,15,0,28
25/04/20,5:00 PM,Chhattisgarh,-,-,30,0,36
25/04/20,5:00 PM,Delhi,-,-,857,53,2514
25/04/20,5:00 PM,Goa,-,-,7,0,7
25/04/20,5:00 PM,Gujarat,-,-,265,127,2815
25/04/20,5:00 PM,Haryana,-,-,156,3,272
25/04/20,5:00 PM,Himachal Pradesh,-,-,18,1,40
25/04/20,5:00 PM,Jammu and Kashmir,-,-,109,5,454
25/04/20,5:00 PM,Jharkhand,-,-,9,3,59
25/04/20,5:00 PM,Karnataka,-,-,153,18,489
25/04/20,5:00 PM,Kerala,-,-,331,4,451
25/04/20,5:00 PM,Ladakh,-,-,14,0,20
25/04/20,5:00 PM,Madhya Pradesh,-,-,210,92,1952
25/04/20,5:00 PM,Maharashtra,-,-,957,301,6817
25/04/20,5:00 PM,Manipur,-,-,2,0,2
25/04/20,5:00 PM,Meghalaya,-,-,0,1,12
25/04/20,5:00 PM,Mizoram,-,-,0,0,1
25/04/20,5:00 PM,Odisha,-,-,33,1,94
25/04/20,5:00 PM,Puducherry,-,-,3,0,7
25/04/20,5:00 PM,Punjab,-,-,67,17,298
25/04/20,5:00 PM,Rajasthan,-,-,230,27,2034
25/04/20,5:00 PM,Tamil Nadu,-,-,866,22,1755
25/04/20,5:00 PM,Telengana,-,-,253,26,984
25/04/20,5:00 PM,Tripura,-,-,1,0,2
25/04/20,5:00 PM,Uttarakhand,-,-,25,0,48
25/04/20,5:00 PM,Uttar Pradesh,-,-,248,26,1778
25/04/20,5:00 PM,West Bengal,-,-,103,18,571
26/04/20,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,33
26/04/20,5:00 PM,Andhra Pradesh,-,-,231,31,1097
26/04/20,5:00 PM,Arunachal Pradesh,-,-,1,0,1
26/04/20,5:00 PM,Assam,-,-,19,1,36
26/04/20,5:00 PM,Bihar,-,-,46,2,251
26/04/20,5:00 PM,Chandigarh,-,-,17,0,30
26/04/20,5:00 PM,Chhattisgarh,-,-,32,0,37
26/04/20,5:00 PM,Delhi,-,-,869,54,2625
26/04/20,5:00 PM,Goa,-,-,7,0,7
26/04/20,5:00 PM,Gujarat,-,-,282,133,3071
26/04/20,5:00 PM,Haryana,-,-,176,3,289
26/04/20,5:00 PM,Himachal Pradesh,-,-,22,1,40
26/04/20,5:00 PM,Jammu and Kashmir,-,-,112,6,494
26/04/20,5:00 PM,Jharkhand,-,-,13,3,67
26/04/20,5:00 PM,Karnataka,-,-,177,18,501
26/04/20,5:00 PM,Kerala,-,-,338,4,458
26/04/20,5:00 PM,Ladakh,-,-,14,0,20
26/04/20,5:00 PM,Madhya Pradesh,-,-,210,99,2096
26/04/20,5:00 PM,Maharashtra,-,-,1076,323,7628
26/04/20,5:00 PM,Manipur,-,-,2,0,2
26/04/20,5:00 PM,Meghalaya,-,-,0,1,12
26/04/20,5:00 PM,Mizoram,-,-,0,0,1
26/04/20,5:00 PM,Odisha,-,-,34,1,103
26/04/20,5:00 PM,Puducherry,-,-,3,0,7
26/04/20,5:00 PM,Punjab,-,-,67,17,298
26/04/20,5:00 PM,Rajasthan,-,-,493,33,2083
26/04/20,5:00 PM,Tamil Nadu,-,-,960,23,1821
